,vehicle,miles_bin,origin_state,count,rpm mean,rpm median,rpm std,vehicle_rank
301,STRAIGHT TRUCK,4,JA,46,2.961317919864758,2.8976058721231635,0.8454574192611883,3
302,STRAIGHT TRUCK,4,KY,124,2.0155148957608113,1.8380566801619436,0.5120404208756558,3
303,STRAIGHT TRUCK,4,MA,18,2.043168032930073,2.100732600732601,0.18583284128563946,3
304,STRAIGHT TRUCK,4,MI,378,1.7752499223680576,1.6578249336870026,0.4062985115481325,3
305,STRAIGHT TRUCK,4,MN,4,3.1241960371272466,3.1156877098281877,0.4266421324935559,3
306,STRAIGHT TRUCK,4,MR,6,2.1211281189987186,2.1991596747365336,0.3210209807358726,3
307,STRAIGHT TRUCK,4,NC,33,2.295746940577331,2.130705394190872,0.6055336949429401,3
308,STRAIGHT TRUCK,4,NX,94,2.4646908904128297,2.0524515393386547,0.9701242492427601,3
309,STRAIGHT TRUCK,4,NY,3,2.5577577799204714,1.9455393434080248,1.144957760503492,3
310,STRAIGHT TRUCK,4,OH,94,1.8989782251529994,1.7593244194229416,0.4313215820120588,3
311,STRAIGHT TRUCK,4,ON,4,3.2729091265286288,3.237410071942446,0.4101110631840436,3
312,STRAIGHT TRUCK,4,PA,16,2.169221429112345,2.039318046456224,0.4823850073845774,3
313,STRAIGHT TRUCK,4,PU,25,2.6517140248003286,2.645845609899823,0.5879301382919638,3
314,STRAIGHT TRUCK,4,QA,81,3.070169584061545,3.1153144940747493,0.8664750869643175,3
315,STRAIGHT TRUCK,4,SC,99,2.8071031017311605,2.761871508379888,0.5752502090665642,3
316,STRAIGHT TRUCK,4,SL,43,2.7994067742920894,2.649450023912004,1.10920105258783,3
317,STRAIGHT TRUCK,4,TL,5,2.618428750697707,2.9542097488921715,0.46921120984840187,3
318,STRAIGHT TRUCK,4,TN,43,2.54652410871472,2.46367656348705,0.7005273034532664,3
319,STRAIGHT TRUCK,4,TX,847,2.190243909080409,1.9721396825396824,0.7178454731081941,3
320,STRAIGHT TRUCK,4,UT,5,1.914833284644919,1.911145268233876,0.03213222440183055,3
321,STRAIGHT TRUCK,4,VA,15,2.269441528575001,2.15888954518606,0.5166854068383541,3
322,STRAIGHT TRUCK,4,WI,43,2.417660377335106,2.299405646359584,0.4554489534525446,3
323,TRACTOR,0,AL,8,4.730373606360508,4.99221372460809,0.9643940348964926,4
324,TRACTOR,0,IL,21,5.539276035543665,5.783050108932462,0.6005127547117288,4
325,TRACTOR,0,IN,10,5.201522367201635,5.172101150287572,0.565725289648492,4
326,TRACTOR,0,KY,86,4.572449191242084,4.118993135011442,0.7266161361647723,4
327,TRACTOR,0,MI,52,4.119485374593943,4.137931034482759,0.7024474909091024,4
328,TRACTOR,0,MO,7,4.553981281364989,4.697986577181208,0.9245314993830167,4
329,TRACTOR,0,MS,4,5.182146611288586,5.053902613087397,0.275462237824891,4
330,TRACTOR,0,NC,14,4.32976802532796,4.280219780219781,0.5780282768216245,4
331,TRACTOR,0,OH,34,5.068217688732871,5.201668584579977,0.6566263085723656,4
332,TRACTOR,0,SC,79,3.1662047275018583,2.880658436213992,0.7896214838881599,4
333,TRACTOR,0,SL,12,3.6257707169126903,3.4411529430586727,0.7628290416904018,4
334,TRACTOR,0,TN,26,4.998592927490072,5.1346543668955,0.696207407068263,4
335,TRACTOR,0,TX,36,3.803132709149841,3.81620082815735,0.8341340347995861,4
336,TRACTOR,0,WI,7,4.773962319355917,4.7341644562334215,0.659650020478786,4
337,TRACTOR,1,GJ,6,3.0824128618803783,2.636286280962779,0.8884945451195959,4
338,TRACTOR,1,IA,3,5.206399936713929,4.975124378109452,0.4567083344820664,4
339,TRACTOR,1,IL,4,5.1976589251389065,5.577574433656958,1.0414302321379871,4
340,TRACTOR,1,IN,9,5.178178285301066,5.363984674329502,0.6684788052598207,4
341,TRACTOR,1,JA,4,3.8307078573130595,3.683788121990369,0.7157364624094852,4
342,TRACTOR,1,KY,139,3.0494356238170153,2.75049115913556,0.6598857177726534,4
343,TRACTOR,1,MI,32,4.034814095892965,4.07609513547354,0.7699178683523572,4
344,TRACTOR,1,MO,11,4.051100172839452,4.248136645962733,1.170643588831991,4
345,TRACTOR,1,NC,8,4.817704830842381,5.268036908464786,1.103743537420535,4
346,TRACTOR,1,OH,16,4.107214447674631,4.103750851208717,0.5725776528776567,4
347,TRACTOR,1,QA,14,3.239016848293057,3.2006920415224918,0.31232485675687893,4
348,TRACTOR,1,SC,5,4.826999715532251,5.432282003710575,1.1435783737182061,4
349,TRACTOR,1,TN,82,4.611003748614771,4.614384920634921,0.5166664194127102,4
350,TRACTOR,1,TX,62,2.9735607975400375,2.636363636363636,0.6866820579304236,4
351,TRACTOR,2,AL,8,4.751590380911243,4.50366395612708,0.5960361078539256,4
352,TRACTOR,2,AR,5,3.7477272727272726,3.4204545454545454,0.767882539872683,4
353,TRACTOR,2,GA,3,4.079407439591452,4.364525139664805,0.5209855725023257,4
354,TRACTOR,2,IA,6,3.8896000144327587,3.8988597972972974,0.40370376738551916,4
355,TRACTOR,2,IL,24,4.623010814733635,4.605151668978351,0.7142573876633979,4
356,TRACTOR,2,KY,36,5.587968188613314,5.950653120464441,0.7876321148156484,4
357,TRACTOR,2,MI,27,4.074069614652734,3.9587628865979374,0.70382126710788,4
358,TRACTOR,2,MO,7,4.051274494026983,3.793121761658031,0.8324807807207748,4
359,TRACTOR,2,MR,5,2.562254259501966,2.562254259501966,0.0,4
360,TRACTOR,2,MS,4,4.2046269187087155,4.352622289460413,1.1974121344684605,4
361,TRACTOR,2,NC,7,4.736395528373379,4.834254143646409,1.0339738735403117,4
362,TRACTOR,2,OH,3,4.590640234745038,4.298941798941799,0.5634845018057324,4
363,TRACTOR,2,OK,3,4.093929064473859,4.126547455295736,0.15314994122561812,4
364,TRACTOR,2,PA,5,5.320428353149586,5.236364846870839,0.3377148718724374,4
365,TRACTOR,2,PU,13,2.917018601520941,2.588005215123859,0.5651860597179845,4
366,TRACTOR,2,SC,9,4.196356689949636,4.392386530014641,1.106498151140594,4
367,TRACTOR,2,SL,4,5.161469933184855,5.161469933184855,0.0,4
368,TRACTOR,2,TL,3,2.807633956539132,2.861035422343324,0.09249405197151256,4
369,TRACTOR,2,TN,116,2.887855520085402,2.526002971768202,0.8400007072745096,4
370,TRACTOR,2,TX,63,3.0381813956625807,2.5793650793650795,1.0656891025735675,4
371,TRACTOR,2,WI,6,4.455048135326332,4.66731423020884,0.7429875717738399,4
372,TRACTOR,3,AL,12,3.83003974487251,3.6452360149687615,0.4450492041365104,4
373,TRACTOR,3,CU,7,5.243030065373593,5.178416013925152,0.5116680883448611,4
374,TRACTOR,3,GA,16,3.831308924697113,3.6778813503523686,0.43494591504554364,4
375,TRACTOR,3,IA,10,4.487724708138819,4.559052546714428,0.8265963667224416,4
376,TRACTOR,3,IL,6,4.206024301932029,4.430743079752226,0.6752473490817874,4
377,TRACTOR,3,IN,12,3.7983167084457246,3.727873612297182,0.844434224279968,4
378,TRACTOR,3,KY,47,3.4026957842066428,3.1357155247181265,0.6882833391005884,4
379,TRACTOR,3,MI,13,3.9781754067738455,4.136029411764706,0.8627717759750596,4
380,TRACTOR,3,MO,21,4.341542865677317,4.201680672268908,0.7041959128963252,4
381,TRACTOR,3,MS,6,4.144892050006741,4.131964726120575,0.9890441745840276,4
382,TRACTOR,3,NE,9,4.342005869969317,4.343629343629344,0.4645341495441891,4
383,TRACTOR,3,SC,5,4.602026143541668,4.891304347826087,0.6448562841931094,4
384,TRACTOR,3,TN,314,4.02861578460929,4.330954504906334,0.6988207385884945,4
385,TRACTOR,3,TX,132,4.399032999810461,4.53561462175006,1.073280200868324,4
386,TRACTOR,4,AG,19,4.028794899616278,4.146003775959724,0.8381510535487299,4
387,TRACTOR,4,AL,12,3.590086690653415,3.28374860018397,0.7907160613384393,4
388,TRACTOR,4,AZ,9,3.372296498238228,3.107497741644083,0.8211148634477112,4
389,TRACTOR,4,CA,11,3.680245588469255,3.209109730848861,0.9608023208283252,4
390,TRACTOR,4,CU,196,4.233830745877459,3.9356984478935697,0.7700267381744872,4
391,TRACTOR,4,DG,4,3.815602102152746,3.909361181156129,0.4846691695325947,4
392,TRACTOR,4,EM,53,3.6139488381915044,3.454664341761116,0.7550096884789943,4
393,TRACTOR,4,GJ,81,3.659674841356659,3.4446781657551537,0.8034956326465473,4
394,TRACTOR,4,IA,9,3.895804066060063,3.836930455635492,0.44692166854250454,4
395,TRACTOR,4,IL,37,3.8447942498033756,3.897058823529412,0.777409650345223,4
396,TRACTOR,4,IN,199,3.5589541782824514,3.441827266238401,0.6490561046211993,4
397,TRACTOR,4,JA,192,4.349382803182804,4.351659751037344,0.4454526848650299,4
398,TRACTOR,4,KY,56,3.355968076590629,3.3264205700566443,0.98131532846841,4
399,TRACTOR,4,MI,198,3.242547648151797,3.1717060634222163,0.8504564059026167,4
400,TRACTOR,4,MN,3,4.631012213344073,4.142502071251036,0.884627338962919,4
401,TRACTOR,4,MO,5,4.075298145124868,3.915910964550701,0.8391744944980969,4
402,TRACTOR,4,MR,173,3.2191922539383753,3.228965179009318,0.0330192906225371,4
403,TRACTOR,4,NC,51,2.618297402009329,2.065278188084687,0.8621391750272165,4
404,TRACTOR,4,NX,79,4.08730804227393,4.047890535917902,0.6536379821051648,4
405,TRACTOR,4,NY,9,3.483307676420993,3.3922599139990446,0.35253223773876335,4
406,TRACTOR,4,OH,77,3.4040434204243484,3.312982608695652,0.7845372744558636,4
407,TRACTOR,4,PU,91,3.2360504208046184,2.327405857740586,1.1931275919318212,4
408,TRACTOR,4,QA,209,3.501079355097233,3.236098450319052,0.6377000201003915,4
409,TRACTOR,4,SC,18,3.651330882208341,3.4613997044213,0.9270478920286231,4
410,TRACTOR,4,SD,3,4.463732619294279,4.640371229698376,0.9639483032053341,4
411,TRACTOR,4,SL,76,4.1444675394338555,3.926243171192565,1.0122584785163464,4
412,TRACTOR,4,TL,64,3.056724733564931,2.9542097488921715,0.2412358635702914,4
413,TRACTOR,4,TN,273,3.3747251296393332,3.45572602739726,0.7582628329149212,4
414,TRACTOR,4,TX,674,3.6065929638127794,3.4763539282990084,1.0179957111480595,4
415,TRACTOR,4,VA,19,3.1301896341651347,2.7362869198312234,0.8856688063640104,4
416,TRACTOR,4,VZ,4,4.234085980042722,3.885916095890411,0.7186705804606714,4
417,TRACTOR,4,WI,38,3.723956346796728,3.4573123060482764,0.6788752077872814,4
